question_leader_primary,metric_family,metric_name,group_type,group,response_option,share_weighted_valid,survey_year,survey_quarter,sample_confidence
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,gender,female,negative_approval,62.6069,2019,Q2,high
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,gender,female,positive_approval,37.3931,2019,Q2,high
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,gender,female,negative_approval,69.3248,2019,Q2,high
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,gender,female,positive_approval,30.6752,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,gender,female,both,2.5108,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,gender,female,Αλέξης Τσίπρας,50.4989,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,gender,female,Κυριάκος Μητσοτάκης,46.9903,2019,Q2,high
,leader_trait,Κοντά στους πολίτες,gender,female,both,1.0492,2019,Q2,high
,leader_trait,Κοντά στους πολίτες,gender,female,Αλέξης Τσίπρας,58.876,2019,Q2,high
,leader_trait,Κοντά στους πολίτες,gender,female,Κυριάκος Μητσοτάκης,40.0748,2019,Q2,high
,leader_trait,Ικανότητα στην οικονομία,gender,female,both,4.8599,2019,Q2,high
,leader_trait,Ικανότητα στην οικονομία,gender,female,Αλέξης Τσίπρας,41.1221,2019,Q2,high
,leader_trait,Ικανότητα στην οικονομία,gender,female,Κυριάκος Μητσοτάκης,54.018,2019,Q2,high
,leader_trait,Εντιμότητα / ακεραιότητα,gender,female,both,0.3452,2019,Q2,high
,leader_trait,Εντιμότητα / ακεραιότητα,gender,female,Αλέξης Τσίπρας,53.3911,2019,Q2,high
,leader_trait,Εντιμότητα / ακεραιότητα,gender,female,Κυριάκος Μητσοτάκης,46.2637,2019,Q2,high
,leader_trait,Δίνει ελπίδα,gender,female,Αλέξης Τσίπρας,55.4682,2019,Q2,high
,leader_trait,Δίνει ελπίδα,gender,female,Κυριάκος Μητσοτάκης,44.5318,2019,Q2,high
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,gender,female,both,4.1842,2019,Q2,high
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,gender,female,Αλέξης Τσίπρας,51.5694,2019,Q2,high
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,gender,female,Κυριάκος Μητσοτάκης,44.2464,2019,Q2,high
,leader_trait,Πατριωτισμός,gender,female,both,6.6531,2019,Q2,high
,leader_trait,Πατριωτισμός,gender,female,Αλέξης Τσίπρας,45.1342,2019,Q2,high
,leader_trait,Πατριωτισμός,gender,female,Κυριάκος Μητσοτάκης,48.2128,2019,Q2,high
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,gender,female,both,0.9632,2019,Q2,high
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,gender,female,Αλέξης Τσίπρας,64.6902,2019,Q2,high
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,gender,female,Κυριάκος Μητσοτάκης,34.3466,2019,Q2,high
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,gender,male,negative_approval,68.4844,2019,Q2,high
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,gender,male,positive_approval,31.5156,2019,Q2,high
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,gender,male,negative_approval,68.5432,2019,Q2,high
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,gender,male,positive_approval,31.4568,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,gender,male,both,2.519,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,gender,male,Αλέξης Τσίπρας,46.1444,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,gender,male,Κυριάκος Μητσοτάκης,51.3366,2019,Q2,high
,leader_trait,Κοντά στους πολίτες,gender,male,both,0.5668,2019,Q2,high
,leader_trait,Κοντά στους πολίτες,gender,male,Αλέξης Τσίπρας,52.6268,2019,Q2,high
,leader_trait,Κοντά στους πολίτες,gender,male,Κυριάκος Μητσοτάκης,46.8064,2019,Q2,high
,leader_trait,Ικανότητα στην οικονομία,gender,male,both,8.1725,2019,Q2,high
,leader_trait,Ικανότητα στην οικονομία,gender,male,Αλέξης Τσίπρας,30.4051,2019,Q2,high
,leader_trait,Ικανότητα στην οικονομία,gender,male,Κυριάκος Μητσοτάκης,61.4224,2019,Q2,high
,leader_trait,Εντιμότητα / ακεραιότητα,gender,male,both,0.5619,2019,Q2,high
,leader_trait,Εντιμότητα / ακεραιότητα,gender,male,Αλέξης Τσίπρας,41.8762,2019,Q2,high
,leader_trait,Εντιμότητα / ακεραιότητα,gender,male,Κυριάκος Μητσοτάκης,57.5619,2019,Q2,high
,leader_trait,Δίνει ελπίδα,gender,male,both,0.7958,2019,Q2,high
,leader_trait,Δίνει ελπίδα,gender,male,Αλέξης Τσίπρας,47.3796,2019,Q2,high
,leader_trait,Δίνει ελπίδα,gender,male,Κυριάκος Μητσοτάκης,51.8246,2019,Q2,high
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,gender,male,both,5.6222,2019,Q2,high
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,gender,male,Αλέξης Τσίπρας,44.4768,2019,Q2,high
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,gender,male,Κυριάκος Μητσοτάκης,49.9011,2019,Q2,high
,leader_trait,Πατριωτισμός,gender,male,both,12.7602,2019,Q2,high
,leader_trait,Πατριωτισμός,gender,male,Αλέξης Τσίπρας,35.3273,2019,Q2,high
,leader_trait,Πατριωτισμός,gender,male,Κυριάκος Μητσοτάκης,51.9125,2019,Q2,high
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,gender,male,both,1.2641,2019,Q2,high
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,gender,male,Αλέξης Τσίπρας,59.0618,2019,Q2,high
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,gender,male,Κυριάκος Μητσοτάκης,39.6742,2019,Q2,high
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,age_group,18-24,negative_approval,74.8212,2019,Q2,medium
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,age_group,18-24,positive_approval,25.1788,2019,Q2,medium
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,age_group,18-24,negative_approval,74.3391,2019,Q2,medium
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,age_group,18-24,positive_approval,25.6609,2019,Q2,medium
,leader_trait,Σταθερότητα χώρας,age_group,18-24,both,2.0701,2019,Q2,low
,leader_trait,Σταθερότητα χώρας,age_group,18-24,Αλέξης Τσίπρας,44.0832,2019,Q2,low
,leader_trait,Σταθερότητα χώρας,age_group,18-24,Κυριάκος Μητσοτάκης,53.8467,2019,Q2,low
,leader_trait,Κοντά στους πολίτες,age_group,18-24,Αλέξης Τσίπρας,51.3944,2019,Q2,low
,leader_trait,Κοντά στους πολίτες,age_group,18-24,Κυριάκος Μητσοτάκης,48.6056,2019,Q2,low
,leader_trait,Ικανότητα στην οικονομία,age_group,18-24,both,17.1051,2019,Q2,medium
,leader_trait,Ικανότητα στην οικονομία,age_group,18-24,Αλέξης Τσίπρας,19.9515,2019,Q2,medium
,leader_trait,Ικανότητα στην οικονομία,age_group,18-24,Κυριάκος Μητσοτάκης,62.9434,2019,Q2,medium
,leader_trait,Εντιμότητα / ακεραιότητα,age_group,18-24,Αλέξης Τσίπρας,45.9659,2019,Q2,low
,leader_trait,Εντιμότητα / ακεραιότητα,age_group,18-24,Κυριάκος Μητσοτάκης,54.0341,2019,Q2,low
,leader_trait,Δίνει ελπίδα,age_group,18-24,Αλέξης Τσίπρας,51.6153,2019,Q2,medium
,leader_trait,Δίνει ελπίδα,age_group,18-24,Κυριάκος Μητσοτάκης,48.3847,2019,Q2,medium
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,age_group,18-24,both,4.0268,2019,Q2,medium
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,age_group,18-24,Αλέξης Τσίπρας,36.7518,2019,Q2,medium
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,age_group,18-24,Κυριάκος Μητσοτάκης,59.2213,2019,Q2,medium
,leader_trait,Πατριωτισμός,age_group,18-24,both,9.1976,2019,Q2,low
,leader_trait,Πατριωτισμός,age_group,18-24,Αλέξης Τσίπρας,27.3853,2019,Q2,low
,leader_trait,Πατριωτισμός,age_group,18-24,Κυριάκος Μητσοτάκης,63.4171,2019,Q2,low
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,age_group,18-24,both,0.9897,2019,Q2,low
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,age_group,18-24,Αλέξης Τσίπρας,58.4386,2019,Q2,low
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,age_group,18-24,Κυριάκος Μητσοτάκης,40.5718,2019,Q2,low
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,age_group,25-39,negative_approval,68.5004,2019,Q2,high
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,age_group,25-39,positive_approval,31.4996,2019,Q2,high
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,age_group,25-39,negative_approval,74.2916,2019,Q2,high
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,age_group,25-39,positive_approval,25.7084,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,age_group,25-39,both,3.9167,2019,Q2,medium
,leader_trait,Σταθερότητα χώρας,age_group,25-39,Αλέξης Τσίπρας,49.311,2019,Q2,medium
,leader_trait,Σταθερότητα χώρας,age_group,25-39,Κυριάκος Μητσοτάκης,46.7723,2019,Q2,medium
,leader_trait,Κοντά στους πολίτες,age_group,25-39,both,1.0141,2019,Q2,medium
,leader_trait,Κοντά στους πολίτες,age_group,25-39,Αλέξης Τσίπρας,55.2502,2019,Q2,medium
,leader_trait,Κοντά στους πολίτες,age_group,25-39,Κυριάκος Μητσοτάκης,43.7357,2019,Q2,medium
,leader_trait,Ικανότητα στην οικονομία,age_group,25-39,both,9.1875,2019,Q2,medium
,leader_trait,Ικανότητα στην οικονομία,age_group,25-39,Αλέξης Τσίπρας,33.4583,2019,Q2,medium
,leader_trait,Ικανότητα στην οικονομία,age_group,25-39,Κυριάκος Μητσοτάκης,57.3543,2019,Q2,medium
,leader_trait,Εντιμότητα / ακεραιότητα,age_group,25-39,Αλέξης Τσίπρας,49.8547,2019,Q2,medium
,leader_trait,Εντιμότητα / ακεραιότητα,age_group,25-39,Κυριάκος Μητσοτάκης,50.1453,2019,Q2,medium
,leader_trait,Δίνει ελπίδα,age_group,25-39,both,0.7076,2019,Q2,medium
,leader_trait,Δίνει ελπίδα,age_group,25-39,Αλέξης Τσίπρας,53.2236,2019,Q2,medium
,leader_trait,Δίνει ελπίδα,age_group,25-39,Κυριάκος Μητσοτάκης,46.0688,2019,Q2,medium
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,age_group,25-39,both,3.4423,2019,Q2,medium
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,age_group,25-39,Αλέξης Τσίπρας,46.2901,2019,Q2,medium
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,age_group,25-39,Κυριάκος Μητσοτάκης,50.2676,2019,Q2,medium
,leader_trait,Πατριωτισμός,age_group,25-39,both,9.9727,2019,Q2,medium
,leader_trait,Πατριωτισμός,age_group,25-39,Αλέξης Τσίπρας,31.0851,2019,Q2,medium
,leader_trait,Πατριωτισμός,age_group,25-39,Κυριάκος Μητσοτάκης,58.9422,2019,Q2,medium
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,age_group,25-39,both,0.5504,2019,Q2,medium
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,age_group,25-39,Αλέξης Τσίπρας,66.8383,2019,Q2,medium
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,age_group,25-39,Κυριάκος Μητσοτάκης,32.6113,2019,Q2,medium
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,age_group,40-54,negative_approval,67.5006,2019,Q2,high
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,age_group,40-54,positive_approval,32.4994,2019,Q2,high
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,age_group,40-54,negative_approval,70.9056,2019,Q2,high
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,age_group,40-54,positive_approval,29.0944,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,age_group,40-54,both,3.6398,2019,Q2,medium
,leader_trait,Σταθερότητα χώρας,age_group,40-54,Αλέξης Τσίπρας,45.4894,2019,Q2,medium
,leader_trait,Σταθερότητα χώρας,age_group,40-54,Κυριάκος Μητσοτάκης,50.8708,2019,Q2,medium
,leader_trait,Κοντά στους πολίτες,age_group,40-54,both,1.2583,2019,Q2,medium
,leader_trait,Κοντά στους πολίτες,age_group,40-54,Αλέξης Τσίπρας,55.0163,2019,Q2,medium
,leader_trait,Κοντά στους πολίτες,age_group,40-54,Κυριάκος Μητσοτάκης,43.7254,2019,Q2,medium
,leader_trait,Ικανότητα στην οικονομία,age_group,40-54,both,7.0118,2019,Q2,medium
,leader_trait,Ικανότητα στην οικονομία,age_group,40-54,Αλέξης Τσίπρας,34.4258,2019,Q2,medium
,leader_trait,Ικανότητα στην οικονομία,age_group,40-54,Κυριάκος Μητσοτάκης,58.5623,2019,Q2,medium
,leader_trait,Εντιμότητα / ακεραιότητα,age_group,40-54,Αλέξης Τσίπρας,46.566,2019,Q2,medium
,leader_trait,Εντιμότητα / ακεραιότητα,age_group,40-54,Κυριάκος Μητσοτάκης,53.434,2019,Q2,medium
,leader_trait,Δίνει ελπίδα,age_group,40-54,both,0.4853,2019,Q2,medium
,leader_trait,Δίνει ελπίδα,age_group,40-54,Αλέξης Τσίπρας,51.8496,2019,Q2,medium
,leader_trait,Δίνει ελπίδα,age_group,40-54,Κυριάκος Μητσοτάκης,47.6651,2019,Q2,medium
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,age_group,40-54,both,5.9027,2019,Q2,medium
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,age_group,40-54,Αλέξης Τσίπρας,46.7361,2019,Q2,medium
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,age_group,40-54,Κυριάκος Μητσοτάκης,47.3612,2019,Q2,medium
,leader_trait,Πατριωτισμός,age_group,40-54,both,6.3998,2019,Q2,medium
,leader_trait,Πατριωτισμός,age_group,40-54,Αλέξης Τσίπρας,42.1413,2019,Q2,medium
,leader_trait,Πατριωτισμός,age_group,40-54,Κυριάκος Μητσοτάκης,51.4589,2019,Q2,medium
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,age_group,40-54,both,0.7234,2019,Q2,medium
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,age_group,40-54,Αλέξης Τσίπρας,61.7986,2019,Q2,medium
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,age_group,40-54,Κυριάκος Μητσοτάκης,37.4779,2019,Q2,medium
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,age_group,55+,negative_approval,60.0124,2019,Q2,high
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,age_group,55+,positive_approval,39.9876,2019,Q2,high
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,age_group,55+,negative_approval,63.6425,2019,Q2,high
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,age_group,55+,positive_approval,36.3575,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,age_group,55+,both,1.2876,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,age_group,55+,Αλέξης Τσίπρας,50.7942,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,age_group,55+,Κυριάκος Μητσοτάκης,47.9182,2019,Q2,high
,leader_trait,Κοντά στους πολίτες,age_group,55+,both,0.6574,2019,Q2,high
,leader_trait,Κοντά στους πολίτες,age_group,55+,Αλέξης Τσίπρας,57.7687,2019,Q2,high
,leader_trait,Κοντά στους πολίτες,age_group,55+,Κυριάκος Μητσοτάκης,41.5738,2019,Q2,high
,leader_trait,Ικανότητα στην οικονομία,age_group,55+,both,3.1395,2019,Q2,high
,leader_trait,Ικανότητα στην οικονομία,age_group,55+,Αλέξης Τσίπρας,41.0284,2019,Q2,high
,leader_trait,Ικανότητα στην οικονομία,age_group,55+,Κυριάκος Μητσοτάκης,55.8321,2019,Q2,high
,leader_trait,Εντιμότητα / ακεραιότητα,age_group,55+,both,0.8843,2019,Q2,high
,leader_trait,Εντιμότητα / ακεραιότητα,age_group,55+,Αλέξης Τσίπρας,48.9544,2019,Q2,high
,leader_trait,Εντιμότητα / ακεραιότητα,age_group,55+,Κυριάκος Μητσοτάκης,50.1613,2019,Q2,high
,leader_trait,Δίνει ελπίδα,age_group,55+,both,0.2097,2019,Q2,high
,leader_trait,Δίνει ελπίδα,age_group,55+,Αλέξης Τσίπρας,51.4532,2019,Q2,high
,leader_trait,Δίνει ελπίδα,age_group,55+,Κυριάκος Μητσοτάκης,48.3372,2019,Q2,high
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,age_group,55+,both,4.8096,2019,Q2,high
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,age_group,55+,Αλέξης Τσίπρας,52.3966,2019,Q2,high
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,age_group,55+,Κυριάκος Μητσοτάκης,42.7938,2019,Q2,high
,leader_trait,Πατριωτισμός,age_group,55+,both,10.8889,2019,Q2,high
,leader_trait,Πατριωτισμός,age_group,55+,Αλέξης Τσίπρας,45.0784,2019,Q2,high
,leader_trait,Πατριωτισμός,age_group,55+,Κυριάκος Μητσοτάκης,44.0326,2019,Q2,high
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,age_group,55+,both,1.5285,2019,Q2,high
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,age_group,55+,Αλέξης Τσίπρας,61.2787,2019,Q2,high
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,age_group,55+,Κυριάκος Μητσοτάκης,37.1928,2019,Q2,high
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,education_group,Advanced Technological Educational Institute (public institutions),negative_approval,74.3783,2019,Q2,medium
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,education_group,Advanced Technological Educational Institute (public institutions),positive_approval,25.6217,2019,Q2,medium
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,education_group,Advanced Technological Educational Institute (public institutions),negative_approval,68.9104,2019,Q2,medium
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,education_group,Advanced Technological Educational Institute (public institutions),positive_approval,31.0896,2019,Q2,medium
,leader_trait,Σταθερότητα χώρας,education_group,Advanced Technological Educational Institute (public institutions),both,3.3735,2019,Q2,low
,leader_trait,Σταθερότητα χώρας,education_group,Advanced Technological Educational Institute (public institutions),Αλέξης Τσίπρας,33.6183,2019,Q2,low
,leader_trait,Σταθερότητα χώρας,education_group,Advanced Technological Educational Institute (public institutions),Κυριάκος Μητσοτάκης,63.0082,2019,Q2,low
,leader_trait,Κοντά στους πολίτες,education_group,Advanced Technological Educational Institute (public institutions),both,0.8965,2019,Q2,low
,leader_trait,Κοντά στους πολίτες,education_group,Advanced Technological Educational Institute (public institutions),Αλέξης Τσίπρας,40.9383,2019,Q2,low
,leader_trait,Κοντά στους πολίτες,education_group,Advanced Technological Educational Institute (public institutions),Κυριάκος Μητσοτάκης,58.1652,2019,Q2,low
,leader_trait,Ικανότητα στην οικονομία,education_group,Advanced Technological Educational Institute (public institutions),both,6.5919,2019,Q2,low
,leader_trait,Ικανότητα στην οικονομία,education_group,Advanced Technological Educational Institute (public institutions),Αλέξης Τσίπρας,23.441,2019,Q2,low
,leader_trait,Ικανότητα στην οικονομία,education_group,Advanced Technological Educational Institute (public institutions),Κυριάκος Μητσοτάκης,69.9671,2019,Q2,low
,leader_trait,Εντιμότητα / ακεραιότητα,education_group,Advanced Technological Educational Institute (public institutions),Αλέξης Τσίπρας,38.4986,2019,Q2,low
,leader_trait,Εντιμότητα / ακεραιότητα,education_group,Advanced Technological Educational Institute (public institutions),Κυριάκος Μητσοτάκης,61.5014,2019,Q2,low
,leader_trait,Δίνει ελπίδα,education_group,Advanced Technological Educational Institute (public institutions),Αλέξης Τσίπρας,38.5755,2019,Q2,low
,leader_trait,Δίνει ελπίδα,education_group,Advanced Technological Educational Institute (public institutions),Κυριάκος Μητσοτάκης,61.4245,2019,Q2,low
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,education_group,Advanced Technological Educational Institute (public institutions),both,5.9416,2019,Q2,low
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,education_group,Advanced Technological Educational Institute (public institutions),Αλέξης Τσίπρας,38.8963,2019,Q2,low
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,education_group,Advanced Technological Educational Institute (public institutions),Κυριάκος Μητσοτάκης,55.1621,2019,Q2,low
,leader_trait,Πατριωτισμός,education_group,Advanced Technological Educational Institute (public institutions),both,10.2398,2019,Q2,low
,leader_trait,Πατριωτισμός,education_group,Advanced Technological Educational Institute (public institutions),Αλέξης Τσίπρας,21.3194,2019,Q2,low
,leader_trait,Πατριωτισμός,education_group,Advanced Technological Educational Institute (public institutions),Κυριάκος Μητσοτάκης,68.4407,2019,Q2,low
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,education_group,Advanced Technological Educational Institute (public institutions),both,3.236,2019,Q2,low
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,education_group,Advanced Technological Educational Institute (public institutions),Αλέξης Τσίπρας,50.3921,2019,Q2,low
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,education_group,Advanced Technological Educational Institute (public institutions),Κυριάκος Μητσοτάκης,46.3719,2019,Q2,low
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,education_group,I don't want to answer,negative_approval,91.5615,2019,Q2,low
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,education_group,I don't want to answer,positive_approval,8.4385,2019,Q2,low
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,education_group,I don't want to answer,negative_approval,66.4712,2019,Q2,low
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,education_group,I don't want to answer,positive_approval,33.5288,2019,Q2,low
,leader_trait,Σταθερότητα χώρας,education_group,I don't want to answer,Αλέξης Τσίπρας,14.6855,2019,Q2,low
,leader_trait,Σταθερότητα χώρας,education_group,I don't want to answer,Κυριάκος Μητσοτάκης,85.3145,2019,Q2,low
,leader_trait,Κοντά στους πολίτες,education_group,I don't want to answer,Αλέξης Τσίπρας,23.0509,2019,Q2,low
,leader_trait,Κοντά στους πολίτες,education_group,I don't want to answer,Κυριάκος Μητσοτάκης,76.9491,2019,Q2,low
,leader_trait,Ικανότητα στην οικονομία,education_group,I don't want to answer,both,10.1484,2019,Q2,low
,leader_trait,Ικανότητα στην οικονομία,education_group,I don't want to answer,Αλέξης Τσίπρας,9.3613,2019,Q2,low
,leader_trait,Ικανότητα στην οικονομία,education_group,I don't want to answer,Κυριάκος Μητσοτάκης,80.4903,2019,Q2,low
,leader_trait,Εντιμότητα / ακεραιότητα,education_group,I don't want to answer,Αλέξης Τσίπρας,14.5871,2019,Q2,low
,leader_trait,Εντιμότητα / ακεραιότητα,education_group,I don't want to answer,Κυριάκος Μητσοτάκης,85.4129,2019,Q2,low
,leader_trait,Δίνει ελπίδα,education_group,I don't want to answer,Αλέξης Τσίπρας,17.8093,2019,Q2,low
,leader_trait,Δίνει ελπίδα,education_group,I don't want to answer,Κυριάκος Μητσοτάκης,82.1907,2019,Q2,low
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,education_group,I don't want to answer,both,5.9443,2019,Q2,low
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,education_group,I don't want to answer,Αλέξης Τσίπρας,23.6064,2019,Q2,low
,leader_trait,Σεβασμός από Ευρωπαίους ηγέτες,education_group,I don't want to answer,Κυριάκος Μητσοτάκης,70.4493,2019,Q2,low
,leader_trait,Πατριωτισμός,education_group,I don't want to answer,both,14.6585,2019,Q2,low
,leader_trait,Πατριωτισμός,education_group,I don't want to answer,Αλέξης Τσίπρας,12.9111,2019,Q2,low
,leader_trait,Πατριωτισμός,education_group,I don't want to answer,Κυριάκος Μητσοτάκης,72.4304,2019,Q2,low
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,education_group,I don't want to answer,both,13.953,2019,Q2,low
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,education_group,I don't want to answer,Αλέξης Τσίπρας,38.622,2019,Q2,low
,leader_trait,Ηγετικά προσόντα / ισχυρός ηγέτης,education_group,I don't want to answer,Κυριάκος Μητσοτάκης,47.425,2019,Q2,low
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,education_group,high_education,negative_approval,61.3764,2019,Q2,high
Αλέξης Τσίπρας,leader_approval,Έγκριση/αποδοχή: Αλέξης Τσίπρας,education_group,high_education,positive_approval,38.6236,2019,Q2,high
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,education_group,high_education,negative_approval,67.0838,2019,Q2,high
Κυριάκος Μητσοτάκης,leader_approval,Έγκριση/αποδοχή: Κυριάκος Μητσοτάκης,education_group,high_education,positive_approval,32.9162,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,education_group,high_education,both,3.3285,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,education_group,high_education,Αλέξης Τσίπρας,50.7786,2019,Q2,high
,leader_trait,Σταθερότητα χώρας,education_group,high_education,Κυριάκος Μητσοτάκης,45.8929,2019,Q2,high
,leader_trait,Κοντά στους πολίτες,education_group,high_education,both,1.2565,2019,Q2,high
,leader_trait,Κοντά στους πολίτες,education_group,high_education,Αλέξης Τσίπρας,58.2485,2019,Q2,high
,leader_trait,Κοντά στους πολίτες,education_group,high_education,Κυριάκος Μητσοτάκης,40.495,2019,Q2,high
,leader_trait,Ικανότητα στην οικονομία,education_group,high_education,both,6.4776,2019,Q2,high
,leader_trait,Ικανότητα στην οικονομία,education_group,high_education,Αλέξης Τσίπρας,37.6248,2019,Q2,high
