question_leader_primary,metric_family,metric_name,group_type,group,response_option,share_weighted_valid,survey_year,survey_quarter,sample_confidence
,leader_accountability_blame,Ευθύνη/χρέωση: Για τις υποκλοπές,occupation_group,Αγρότης,none,14.3162,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τις υποκλοπές,occupation_group,Αγρότης,Αλέξης Τσίπρας,15.5834,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τις υποκλοπές,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,70.1004,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους πλειστηριασμούς πρώτης κατοικίας,occupation_group,Αγρότης,none,9.131,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους πλειστηριασμούς πρώτης κατοικίας,occupation_group,Αγρότης,Αλέξης Τσίπρας,38.5309,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους πλειστηριασμούς πρώτης κατοικίας,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,52.3381,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους χαμηλούς μισθούς/συντάξεις,occupation_group,Αγρότης,none,22.501,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους χαμηλούς μισθούς/συντάξεις,occupation_group,Αγρότης,Αλέξης Τσίπρας,35.12,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους χαμηλούς μισθούς/συντάξεις,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,42.3789,2022,Q4,low
,leader_trait,Ασυμβίβαστος με τα συμφέροντα,occupation_group,Αγρότης,Αλέξης Τσίπρας,63.2361,2022,Q4,low
,leader_trait,Ασυμβίβαστος με τα συμφέροντα,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,36.7639,2022,Q4,low
,leader_trait,Εκφράζει το μεσαίο χώρο,occupation_group,Αγρότης,Αλέξης Τσίπρας,57.2643,2022,Q4,low
,leader_trait,Εκφράζει το μεσαίο χώρο,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,42.7357,2022,Q4,low
,leader_trait,Κοντά στους πολίτες,occupation_group,Αγρότης,Αλέξης Τσίπρας,55.8887,2022,Q4,low
,leader_trait,Κοντά στους πολίτες,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,44.1113,2022,Q4,low
,leader_trait,Αξιόπιστος,occupation_group,Αγρότης,Αλέξης Τσίπρας,51.521,2022,Q4,low
,leader_trait,Αξιόπιστος,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,48.479,2022,Q4,low
,leader_trait,Σέβεται τις δημοκρατικές αρχές,occupation_group,Αγρότης,Αλέξης Τσίπρας,50.6349,2022,Q4,low
,leader_trait,Σέβεται τις δημοκρατικές αρχές,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,49.3651,2022,Q4,low
,leader_trait,Ικανός στη διαχείριση της οικονομίας,occupation_group,Αγρότης,Αλέξης Τσίπρας,43.3498,2022,Q4,low
,leader_trait,Ικανός στη διαχείριση της οικονομίας,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,56.6502,2022,Q4,low
,leader_trait,Αποτελεσματικός,occupation_group,Αγρότης,Αλέξης Τσίπρας,33.7642,2022,Q4,low
,leader_trait,Αποτελεσματικός,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,66.2358,2022,Q4,low
,leader_trait,Ακέραιος με το δημόσιο χρήμα,occupation_group,Αγρότης,Αλέξης Τσίπρας,59.1971,2022,Q4,low
,leader_trait,Ακέραιος με το δημόσιο χρήμα,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,40.8029,2022,Q4,low
,leader_trait,Έχει ηγετικά προσόντα,occupation_group,Αγρότης,Αλέξης Τσίπρας,41.1713,2022,Q4,low
,leader_trait,Έχει ηγετικά προσόντα,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,58.8287,2022,Q4,low
,leader_trait,Επιλέγει καλύτερους συνεργάτες,occupation_group,Αγρότης,Αλέξης Τσίπρας,39.7741,2022,Q4,low
,leader_trait,Επιλέγει καλύτερους συνεργάτες,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,60.2259,2022,Q4,low
,leader_choice_dilemma,Δίλημμα Μητσοτάκης ή Τσίπρας,occupation_group,Αγρότης,none,39.0818,2022,Q4,low
,leader_choice_dilemma,Δίλημμα Μητσοτάκης ή Τσίπρας,occupation_group,Αγρότης,Αλέξης Τσίπρας,25.1866,2022,Q4,low
,leader_choice_dilemma,Δίλημμα Μητσοτάκης ή Τσίπρας,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,35.7316,2022,Q4,low
,suitable_pm,Καταλληλότερος για πρωθυπουργός,occupation_group,Αγρότης,none,36.2544,2022,Q4,low
,suitable_pm,Καταλληλότερος για πρωθυπουργός,occupation_group,Αγρότης,Αλέξης Τσίπρας,23.6086,2022,Q4,low
,suitable_pm,Καταλληλότερος για πρωθυπουργός,occupation_group,Αγρότης,Κυριάκος Μητσοτάκης,40.137,2022,Q4,low
,leader_performance_compare,Σύγκριση πρωθυπουργικής επίδοσης,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,none,25.488,2022,Q4,low
,leader_performance_compare,Σύγκριση πρωθυπουργικής επίδοσης,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,21.0443,2022,Q4,low
,leader_performance_compare,Σύγκριση πρωθυπουργικής επίδοσης,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,53.4677,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τη διαφθορά,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,none,31.9317,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τη διαφθορά,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,42.3348,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τη διαφθορά,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,25.7335,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ακρίβεια,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,none,30.878,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ακρίβεια,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,17.8965,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ακρίβεια,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,51.2254,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ανεργία,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,none,50.3162,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ανεργία,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,24.419,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ανεργία,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,25.2648,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την εγκληματικότητα,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,none,29.0827,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την εγκληματικότητα,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,52.5846,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την εγκληματικότητα,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,18.3327,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την κατάσταση στα μέσα ενημέρωσης,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,none,26.1796,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την κατάσταση στα μέσα ενημέρωσης,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,39.6471,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την κατάσταση στα μέσα ενημέρωσης,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,34.1732,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τις υποκλοπές,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,none,20.7078,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τις υποκλοπές,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,49.0823,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τις υποκλοπές,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,30.2099,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους πλειστηριασμούς πρώτης κατοικίας,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,none,8.5121,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους πλειστηριασμούς πρώτης κατοικίας,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,53.233,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους πλειστηριασμούς πρώτης κατοικίας,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,38.2549,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους χαμηλούς μισθούς/συντάξεις,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,none,32.5637,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους χαμηλούς μισθούς/συντάξεις,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,32.0215,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους χαμηλούς μισθούς/συντάξεις,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,35.4147,2022,Q4,low
,leader_trait,Ασυμβίβαστος με τα συμφέροντα,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,47.1769,2022,Q4,low
,leader_trait,Ασυμβίβαστος με τα συμφέροντα,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,52.8231,2022,Q4,low
,leader_trait,Εκφράζει το μεσαίο χώρο,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,22.819,2022,Q4,low
,leader_trait,Εκφράζει το μεσαίο χώρο,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,77.181,2022,Q4,low
,leader_trait,Κοντά στους πολίτες,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,27.2234,2022,Q4,low
,leader_trait,Κοντά στους πολίτες,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,72.7766,2022,Q4,low
,leader_trait,Αξιόπιστος,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,9.6291,2022,Q4,low
,leader_trait,Αξιόπιστος,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,90.3709,2022,Q4,low
,leader_trait,Σέβεται τις δημοκρατικές αρχές,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,34.6311,2022,Q4,low
,leader_trait,Σέβεται τις δημοκρατικές αρχές,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,65.3689,2022,Q4,low
,leader_trait,Ικανός στη διαχείριση της οικονομίας,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,22.682,2022,Q4,low
,leader_trait,Ικανός στη διαχείριση της οικονομίας,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,77.318,2022,Q4,low
,leader_trait,Αποτελεσματικός,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,22.4346,2022,Q4,low
,leader_trait,Αποτελεσματικός,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,77.5654,2022,Q4,low
,leader_trait,Ακέραιος με το δημόσιο χρήμα,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,13.6068,2022,Q4,low
,leader_trait,Ακέραιος με το δημόσιο χρήμα,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,86.3932,2022,Q4,low
,leader_trait,Έχει ηγετικά προσόντα,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,23.0861,2022,Q4,low
,leader_trait,Έχει ηγετικά προσόντα,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,76.9139,2022,Q4,low
,leader_trait,Επιλέγει καλύτερους συνεργάτες,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,23.9115,2022,Q4,low
,leader_trait,Επιλέγει καλύτερους συνεργάτες,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,76.0885,2022,Q4,low
,leader_choice_dilemma,Δίλημμα Μητσοτάκης ή Τσίπρας,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,none,26.2295,2022,Q4,low
,leader_choice_dilemma,Δίλημμα Μητσοτάκης ή Τσίπρας,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,18.7474,2022,Q4,low
,leader_choice_dilemma,Δίλημμα Μητσοτάκης ή Τσίπρας,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,55.0231,2022,Q4,low
,suitable_pm,Καταλληλότερος για πρωθυπουργός,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,none,12.4601,2022,Q4,low
,suitable_pm,Καταλληλότερος για πρωθυπουργός,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Αλέξης Τσίπρας,28.5045,2022,Q4,low
,suitable_pm,Καταλληλότερος για πρωθυπουργός,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,Κυριάκος Μητσοτάκης,59.0354,2022,Q4,low
,leader_performance_compare,Σύγκριση πρωθυπουργικής επίδοσης,occupation_group,Δεν απαντώ,none,41.6608,2022,Q4,low
,leader_performance_compare,Σύγκριση πρωθυπουργικής επίδοσης,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,36.0725,2022,Q4,low
,leader_performance_compare,Σύγκριση πρωθυπουργικής επίδοσης,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,22.2667,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τη διαφθορά,occupation_group,Δεν απαντώ,none,15.3662,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τη διαφθορά,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,18.9937,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τη διαφθορά,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,65.6401,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ακρίβεια,occupation_group,Δεν απαντώ,none,26.5991,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ακρίβεια,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,5.2122,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ακρίβεια,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,68.1887,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ανεργία,occupation_group,Δεν απαντώ,none,11.7712,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ανεργία,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,37.5829,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ανεργία,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,50.6459,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την εγκληματικότητα,occupation_group,Δεν απαντώ,none,10.9807,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την εγκληματικότητα,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,29.862,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την εγκληματικότητα,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,59.1574,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την κατάσταση στα μέσα ενημέρωσης,occupation_group,Δεν απαντώ,none,14.9327,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την κατάσταση στα μέσα ενημέρωσης,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,15.4647,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την κατάσταση στα μέσα ενημέρωσης,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,69.6027,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τις υποκλοπές,occupation_group,Δεν απαντώ,none,19.9363,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τις υποκλοπές,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,13.007,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τις υποκλοπές,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,67.0567,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους πλειστηριασμούς πρώτης κατοικίας,occupation_group,Δεν απαντώ,none,6.3439,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους πλειστηριασμούς πρώτης κατοικίας,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,27.4486,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους πλειστηριασμούς πρώτης κατοικίας,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,66.2076,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους χαμηλούς μισθούς/συντάξεις,occupation_group,Δεν απαντώ,none,6.0052,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους χαμηλούς μισθούς/συντάξεις,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,37.5486,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους χαμηλούς μισθούς/συντάξεις,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,56.4463,2022,Q4,low
,leader_trait,Ασυμβίβαστος με τα συμφέροντα,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,56.4768,2022,Q4,low
,leader_trait,Ασυμβίβαστος με τα συμφέροντα,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,43.5232,2022,Q4,low
,leader_trait,Εκφράζει το μεσαίο χώρο,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,73.4736,2022,Q4,low
,leader_trait,Εκφράζει το μεσαίο χώρο,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,26.5264,2022,Q4,low
,leader_trait,Κοντά στους πολίτες,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,72.9588,2022,Q4,low
,leader_trait,Κοντά στους πολίτες,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,27.0412,2022,Q4,low
,leader_trait,Αξιόπιστος,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,61.8059,2022,Q4,low
,leader_trait,Αξιόπιστος,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,38.1941,2022,Q4,low
,leader_trait,Σέβεται τις δημοκρατικές αρχές,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,67.1889,2022,Q4,low
,leader_trait,Σέβεται τις δημοκρατικές αρχές,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,32.8111,2022,Q4,low
,leader_trait,Ικανός στη διαχείριση της οικονομίας,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,50.3208,2022,Q4,low
,leader_trait,Ικανός στη διαχείριση της οικονομίας,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,49.6792,2022,Q4,low
,leader_trait,Αποτελεσματικός,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,53.807,2022,Q4,low
,leader_trait,Αποτελεσματικός,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,46.193,2022,Q4,low
,leader_trait,Ακέραιος με το δημόσιο χρήμα,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,68.2343,2022,Q4,low
,leader_trait,Ακέραιος με το δημόσιο χρήμα,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,31.7657,2022,Q4,low
,leader_trait,Έχει ηγετικά προσόντα,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,57.2682,2022,Q4,low
,leader_trait,Έχει ηγετικά προσόντα,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,42.7318,2022,Q4,low
,leader_trait,Επιλέγει καλύτερους συνεργάτες,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,54.6737,2022,Q4,low
,leader_trait,Επιλέγει καλύτερους συνεργάτες,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,45.3263,2022,Q4,low
,leader_choice_dilemma,Δίλημμα Μητσοτάκης ή Τσίπρας,occupation_group,Δεν απαντώ,none,46.5385,2022,Q4,low
,leader_choice_dilemma,Δίλημμα Μητσοτάκης ή Τσίπρας,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,29.2747,2022,Q4,low
,leader_choice_dilemma,Δίλημμα Μητσοτάκης ή Τσίπρας,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,24.1867,2022,Q4,low
,suitable_pm,Καταλληλότερος για πρωθυπουργός,occupation_group,Δεν απαντώ,none,40.5954,2022,Q4,low
,suitable_pm,Καταλληλότερος για πρωθυπουργός,occupation_group,Δεν απαντώ,Αλέξης Τσίπρας,28.0713,2022,Q4,low
,suitable_pm,Καταλληλότερος για πρωθυπουργός,occupation_group,Δεν απαντώ,Κυριάκος Μητσοτάκης,31.3333,2022,Q4,low
,leader_performance_compare,Σύγκριση πρωθυπουργικής επίδοσης,occupation_group,Εισοδηματίας,none,41.1726,2022,Q4,low
,leader_performance_compare,Σύγκριση πρωθυπουργικής επίδοσης,occupation_group,Εισοδηματίας,Αλέξης Τσίπρας,3.4181,2022,Q4,low
,leader_performance_compare,Σύγκριση πρωθυπουργικής επίδοσης,occupation_group,Εισοδηματίας,Κυριάκος Μητσοτάκης,55.4093,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τη διαφθορά,occupation_group,Εισοδηματίας,none,20.8419,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τη διαφθορά,occupation_group,Εισοδηματίας,Αλέξης Τσίπρας,41.4713,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τη διαφθορά,occupation_group,Εισοδηματίας,Κυριάκος Μητσοτάκης,37.6868,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ακρίβεια,occupation_group,Εισοδηματίας,none,40.2209,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ακρίβεια,occupation_group,Εισοδηματίας,Αλέξης Τσίπρας,12.8337,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ακρίβεια,occupation_group,Εισοδηματίας,Κυριάκος Μητσοτάκης,46.9454,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ανεργία,occupation_group,Εισοδηματίας,none,45.56,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ανεργία,occupation_group,Εισοδηματίας,Αλέξης Τσίπρας,33.6992,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την ανεργία,occupation_group,Εισοδηματίας,Κυριάκος Μητσοτάκης,20.7408,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την εγκληματικότητα,occupation_group,Εισοδηματίας,none,37.8193,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την εγκληματικότητα,occupation_group,Εισοδηματίας,Αλέξης Τσίπρας,33.6468,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την εγκληματικότητα,occupation_group,Εισοδηματίας,Κυριάκος Μητσοτάκης,28.5339,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την κατάσταση στα μέσα ενημέρωσης,occupation_group,Εισοδηματίας,none,42.0048,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την κατάσταση στα μέσα ενημέρωσης,occupation_group,Εισοδηματίας,Αλέξης Τσίπρας,27.5526,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για την κατάσταση στα μέσα ενημέρωσης,occupation_group,Εισοδηματίας,Κυριάκος Μητσοτάκης,30.4427,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τις υποκλοπές,occupation_group,Εισοδηματίας,none,24.0699,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τις υποκλοπές,occupation_group,Εισοδηματίας,Αλέξης Τσίπρας,8.1926,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τις υποκλοπές,occupation_group,Εισοδηματίας,Κυριάκος Μητσοτάκης,67.7375,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους πλειστηριασμούς πρώτης κατοικίας,occupation_group,Εισοδηματίας,none,27.0734,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους πλειστηριασμούς πρώτης κατοικίας,occupation_group,Εισοδηματίας,Αλέξης Τσίπρας,33.5497,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους πλειστηριασμούς πρώτης κατοικίας,occupation_group,Εισοδηματίας,Κυριάκος Μητσοτάκης,39.3769,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους χαμηλούς μισθούς/συντάξεις,occupation_group,Εισοδηματίας,none,8.7996,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους χαμηλούς μισθούς/συντάξεις,occupation_group,Εισοδηματίας,Αλέξης Τσίπρας,73.0718,2022,Q4,low
,leader_accountability_blame,Ευθύνη/χρέωση: Για τους χαμηλούς μισθούς/συντάξεις,occupation_group,Εισοδηματίας,Κυριάκος Μητσοτάκης,18.1286,2022,Q4,low
,leader_trait,Ασυμβίβαστος με τα συμφέροντα,occupation_group,Εισοδηματίας,Αλέξης Τσίπρας,71.1991,2022,Q4,low
,leader_trait,Ασυμβίβαστος με τα συμφέροντα,occupation_group,Εισοδηματίας,Κυριάκος Μητσοτάκης,28.8009,2022,Q4,low
,leader_trait,Εκφράζει το μεσαίο χώρο,occupation_group,Εισοδηματίας,Αλέξης Τσίπρας,29.6874,2022,Q4,low
,leader_trait,Εκφράζει το μεσαίο χώρο,occupation_group,Εισοδηματίας,Κυριάκος Μητσοτάκης,70.3126,2022,Q4,low
,leader_trait,Κοντά στους πολίτες,occupation_group,Εισοδηματίας,Αλέξης Τσίπρας,38.9895,2022,Q4,low
,leader_trait,Κοντά στους πολίτες,occupation_group,Εισοδηματίας,Κυριάκος Μητσοτάκης,61.0105,2022,Q4,low
