party,group_type,group,vote_share_weighted_valid,survey_year,survey_quarter,sample_confidence,n_valid_vote_unweighted,include_in_time_trend
other_party,region_group,24,19.9358,2019,Q2,low,23,True
ΚΚΕ,region_group,24,3.471,2019,Q2,low,23,True
ΝΔ,region_group,24,8.01,2019,Q2,low,23,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,24,8.0299,2019,Q2,low,23,True
ΣΥΡΙΖΑ,region_group,24,42.0385,2019,Q2,low,23,True
Χρυσή Αυγή,region_group,24,18.5148,2019,Q2,low,23,True
ΝΔ,region_group,25,30.6304,2019,Q2,low,15,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,25,12.4799,2019,Q2,low,15,True
ΣΥΡΙΖΑ,region_group,25,56.8897,2019,Q2,low,15,True
ΝΔ,region_group,27,57.4358,2019,Q2,low,3,True
ΣΥΡΙΖΑ,region_group,27,42.5642,2019,Q2,low,3,True
other_party,region_group,28,50.0,2019,Q2,low,2,True
ΣΥΡΙΖΑ,region_group,28,50.0,2019,Q2,low,2,True
ΝΔ,region_group,29,100.0,2019,Q2,low,4,True
other_party,region_group,31,24.6663,2019,Q2,low,8,True
ΝΔ,region_group,31,26.4232,2019,Q2,low,8,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,31,26.9226,2019,Q2,low,8,True
ΣΥΡΙΖΑ,region_group,31,21.9879,2019,Q2,low,8,True
ΝΔ,region_group,32,19.0083,2019,Q2,low,4,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,32,17.1901,2019,Q2,low,4,True
ΣΥΡΙΖΑ,region_group,32,31.9008,2019,Q2,low,4,True
Χρυσή Αυγή,region_group,32,31.9008,2019,Q2,low,4,True
ΝΔ,region_group,33,57.1031,2019,Q2,low,3,True
ΣΥΡΙΖΑ,region_group,33,42.8969,2019,Q2,low,3,True
other_party,region_group,34,7.4158,2019,Q2,low,11,True
ΑΝΕΛ,region_group,34,5.3437,2019,Q2,low,11,True
ΝΔ,region_group,34,20.3674,2019,Q2,low,11,True
Πλεύση Ελευθερίας,region_group,34,11.0801,2019,Q2,low,11,True
ΣΥΡΙΖΑ,region_group,34,44.7129,2019,Q2,low,11,True
Χρυσή Αυγή,region_group,34,11.0801,2019,Q2,low,11,True
other_party,region_group,35,18.2133,2019,Q2,high,921,True
ΑΝΕΛ,region_group,35,0.676,2019,Q2,high,921,True
Ελληνική Λύση,region_group,35,1.7602,2019,Q2,high,921,True
ΚΚΕ,region_group,35,4.1869,2019,Q2,high,921,True
ΜέΡΑ25,region_group,35,0.1062,2019,Q2,high,921,True
ΝΔ,region_group,35,30.7243,2019,Q2,high,921,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,35,7.2865,2019,Q2,high,921,True
Πλεύση Ελευθερίας,region_group,35,0.3226,2019,Q2,high,921,True
Ποτάμι,region_group,35,1.151,2019,Q2,high,921,True
ΣΥΡΙΖΑ,region_group,35,30.6948,2019,Q2,high,921,True
Χρυσή Αυγή,region_group,35,4.8783,2019,Q2,high,921,True
ΝΔ,region_group,36,32.8801,2019,Q2,low,6,True
ΣΥΡΙΖΑ,region_group,36,55.7771,2019,Q2,low,6,True
Χρυσή Αυγή,region_group,36,11.3428,2019,Q2,low,6,True
other_party,region_group,37,9.7906,2019,Q2,low,11,True
Ελληνική Λύση,region_group,37,6.3826,2019,Q2,low,11,True
ΝΔ,region_group,37,12.3211,2019,Q2,low,11,True
Ποτάμι,region_group,37,20.9443,2019,Q2,low,11,True
ΣΥΡΙΖΑ,region_group,37,41.2163,2019,Q2,low,11,True
Χρυσή Αυγή,region_group,37,9.3452,2019,Q2,low,11,True
other_party,region_group,38,23.3655,2019,Q2,low,37,True
ΝΔ,region_group,38,11.7028,2019,Q2,low,37,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,38,5.6781,2019,Q2,low,37,True
Πλεύση Ελευθερίας,region_group,38,2.2595,2019,Q2,low,37,True
ΣΥΡΙΖΑ,region_group,38,48.888,2019,Q2,low,37,True
Χρυσή Αυγή,region_group,38,8.1062,2019,Q2,low,37,True
other_party,region_group,39,21.2497,2019,Q2,low,7,True
ΝΔ,region_group,39,59.8108,2019,Q2,low,7,True
Χρυσή Αυγή,region_group,39,18.9395,2019,Q2,low,7,True
other_party,region_group,40,11.0727,2019,Q2,low,29,True
ΝΔ,region_group,40,27.1896,2019,Q2,low,29,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,40,12.651,2019,Q2,low,29,True
ΣΥΡΙΖΑ,region_group,40,49.0867,2019,Q2,low,29,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,41,57.8534,2019,Q2,low,2,True
ΣΥΡΙΖΑ,region_group,41,42.1466,2019,Q2,low,2,True
other_party,region_group,42,26.8391,2019,Q2,low,5,True
ΝΔ,region_group,42,55.1977,2019,Q2,low,5,True
Χρυσή Αυγή,region_group,42,17.9632,2019,Q2,low,5,True
other_party,region_group,43,34.5699,2019,Q2,low,5,True
ΝΔ,region_group,43,32.5737,2019,Q2,low,5,True
Ποτάμι,region_group,43,21.6193,2019,Q2,low,5,True
Χρυσή Αυγή,region_group,43,11.2371,2019,Q2,low,5,True
other_party,region_group,44,25.1289,2019,Q2,low,8,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,44,28.459,2019,Q2,low,8,True
ΣΥΡΙΖΑ,region_group,44,46.4121,2019,Q2,low,8,True
other_party,region_group,45,38.8057,2019,Q2,low,41,True
ΑΝΕΛ,region_group,45,1.297,2019,Q2,low,41,True
ΚΚΕ,region_group,45,2.9266,2019,Q2,low,41,True
ΝΔ,region_group,45,21.3026,2019,Q2,low,41,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,45,6.309,2019,Q2,low,41,True
ΣΥΡΙΖΑ,region_group,45,21.3766,2019,Q2,low,41,True
Χρυσή Αυγή,region_group,45,7.9825,2019,Q2,low,41,True
other_party,region_group,46,30.4164,2019,Q2,low,3,True
ΝΔ,region_group,46,69.5836,2019,Q2,low,3,True
other_party,region_group,47,22.1291,2019,Q2,low,10,True
ΝΔ,region_group,47,54.5304,2019,Q2,low,10,True
ΣΥΡΙΖΑ,region_group,47,23.3405,2019,Q2,low,10,True
other_party,region_group,49,17.6715,2019,Q2,low,6,True
ΑΝΕΛ,region_group,49,17.0338,2019,Q2,low,6,True
ΝΔ,region_group,49,39.744,2019,Q2,low,6,True
ΣΥΡΙΖΑ,region_group,49,25.5507,2019,Q2,low,6,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,50,32.4195,2019,Q2,low,3,True
Πλεύση Ελευθερίας,region_group,50,45.4387,2019,Q2,low,3,True
Χρυσή Αυγή,region_group,50,22.1417,2019,Q2,low,3,True
other_party,region_group,51,15.0094,2019,Q2,low,11,True
ΚΚΕ,region_group,51,11.7772,2019,Q2,low,11,True
ΝΔ,region_group,51,19.1881,2019,Q2,low,11,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,51,5.37,2019,Q2,low,11,True
ΣΥΡΙΖΑ,region_group,51,43.4359,2019,Q2,low,11,True
Χρυσή Αυγή,region_group,51,5.2194,2019,Q2,low,11,True
Χρυσή Αυγή,region_group,65,100.0,2019,Q2,low,1,True
ΣΥΡΙΖΑ,region_group,H9,100.0,2019,Q2,low,1,True
Χρυσή Αυγή,region_group,L1,100.0,2019,Q2,low,1,True
ΚΚΕ,region_group,M1,100.0,2019,Q2,low,1,True
other_party,gender,female,6.6537,,unknown,high,489,False
Ένωση Κεντρώων,gender,female,0.1386,,unknown,high,489,False
Ελληνική Λύση,gender,female,2.646,,unknown,high,489,False
ΚΚΕ,gender,female,4.9412,,unknown,high,489,False
ΜέΡΑ25,gender,female,2.3652,,unknown,high,489,False
ΝΔ,gender,female,36.3808,,unknown,high,489,False
ΠΑΣΟΚ/ΚΙΝΑΛ,gender,female,9.9153,,unknown,high,489,False
Πλεύση Ελευθερίας,gender,female,0.6602,,unknown,high,489,False
ΣΥΡΙΖΑ,gender,female,35.8494,,unknown,high,489,False
Χρυσή Αυγή,gender,female,0.4495,,unknown,high,489,False
other_party,gender,male,6.1841,,unknown,high,1067,False
Ένωση Κεντρώων,gender,male,0.4932,,unknown,high,1067,False
Ελληνική Λύση,gender,male,6.0628,,unknown,high,1067,False
ΚΚΕ,gender,male,6.6689,,unknown,high,1067,False
ΜέΡΑ25,gender,male,2.6734,,unknown,high,1067,False
ΝΔ,gender,male,35.7883,,unknown,high,1067,False
ΠΑΣΟΚ/ΚΙΝΑΛ,gender,male,15.6171,,unknown,high,1067,False
Πλεύση Ελευθερίας,gender,male,0.8235,,unknown,high,1067,False
ΣΥΡΙΖΑ,gender,male,24.6887,,unknown,high,1067,False
Χρυσή Αυγή,gender,male,0.9999,,unknown,high,1067,False
other_party,age_group,18-24,13.0356,,unknown,low,83,False
Ένωση Κεντρώων,age_group,18-24,0.7314,,unknown,low,83,False
Ελληνική Λύση,age_group,18-24,2.3519,,unknown,low,83,False
ΚΚΕ,age_group,18-24,8.157,,unknown,low,83,False
ΜέΡΑ25,age_group,18-24,5.0933,,unknown,low,83,False
ΝΔ,age_group,18-24,33.5125,,unknown,low,83,False
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,18-24,10.0594,,unknown,low,83,False
Πλεύση Ελευθερίας,age_group,18-24,4.0892,,unknown,low,83,False
ΣΥΡΙΖΑ,age_group,18-24,22.9697,,unknown,low,83,False
other_party,age_group,25-39,5.9771,,unknown,high,561,False
Ένωση Κεντρώων,age_group,25-39,0.4991,,unknown,high,561,False
Ελληνική Λύση,age_group,25-39,4.402,,unknown,high,561,False
ΚΚΕ,age_group,25-39,7.706,,unknown,high,561,False
ΜέΡΑ25,age_group,25-39,5.2026,,unknown,high,561,False
ΝΔ,age_group,25-39,25.6614,,unknown,high,561,False
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,25-39,11.3082,,unknown,high,561,False
Πλεύση Ελευθερίας,age_group,25-39,0.2569,,unknown,high,561,False
ΣΥΡΙΖΑ,age_group,25-39,38.3151,,unknown,high,561,False
Χρυσή Αυγή,age_group,25-39,0.6717,,unknown,high,561,False
other_party,age_group,40-54,9.3638,,unknown,high,465,False
Ένωση Κεντρώων,age_group,40-54,0.552,,unknown,high,465,False
Ελληνική Λύση,age_group,40-54,4.2545,,unknown,high,465,False
ΚΚΕ,age_group,40-54,3.8003,,unknown,high,465,False
ΜέΡΑ25,age_group,40-54,2.2938,,unknown,high,465,False
ΝΔ,age_group,40-54,38.7368,,unknown,high,465,False
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,40-54,11.8763,,unknown,high,465,False
Πλεύση Ελευθερίας,age_group,40-54,1.1397,,unknown,high,465,False
ΣΥΡΙΖΑ,age_group,40-54,26.9776,,unknown,high,465,False
Χρυσή Αυγή,age_group,40-54,1.0052,,unknown,high,465,False
other_party,age_group,55+,4.3071,,unknown,high,437,False
Ελληνική Λύση,age_group,55+,4.2269,,unknown,high,437,False
ΚΚΕ,age_group,55+,4.8304,,unknown,high,437,False
ΜέΡΑ25,age_group,55+,0.2921,,unknown,high,437,False
ΝΔ,age_group,55+,42.6497,,unknown,high,437,False
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,55+,14.6465,,unknown,high,437,False
Πλεύση Ελευθερίας,age_group,55+,0.275,,unknown,high,437,False
ΣΥΡΙΖΑ,age_group,55+,28.0037,,unknown,high,437,False
Χρυσή Αυγή,age_group,55+,0.7686,,unknown,high,437,False
other_party,education_group,high_education,5.6769,,unknown,high,897,False
Ένωση Κεντρώων,education_group,high_education,0.1662,,unknown,high,897,False
Ελληνική Λύση,education_group,high_education,2.6918,,unknown,high,897,False
ΚΚΕ,education_group,high_education,6.2461,,unknown,high,897,False
ΜέΡΑ25,education_group,high_education,2.3114,,unknown,high,897,False
ΝΔ,education_group,high_education,39.1709,,unknown,high,897,False
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,high_education,11.7274,,unknown,high,897,False
Πλεύση Ελευθερίας,education_group,high_education,0.4557,,unknown,high,897,False
ΣΥΡΙΖΑ,education_group,high_education,31.1412,,unknown,high,897,False
Χρυσή Αυγή,education_group,high_education,0.4124,,unknown,high,897,False
other_party,education_group,low_education,11.0265,,unknown,low,69,False
Ένωση Κεντρώων,education_group,low_education,1.0338,,unknown,low,69,False
Ελληνική Λύση,education_group,low_education,9.1591,,unknown,low,69,False
ΚΚΕ,education_group,low_education,3.1836,,unknown,low,69,False
ΜέΡΑ25,education_group,low_education,0.9516,,unknown,low,69,False
ΝΔ,education_group,low_education,22.5701,,unknown,low,69,False
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,low_education,13.0872,,unknown,low,69,False
ΣΥΡΙΖΑ,education_group,low_education,35.1362,,unknown,low,69,False
Χρυσή Αυγή,education_group,low_education,3.8519,,unknown,low,69,False
other_party,education_group,medium_education,7.1749,,unknown,high,579,False
Ένωση Κεντρώων,education_group,medium_education,0.4885,,unknown,high,579,False
Ελληνική Λύση,education_group,medium_education,6.5691,,unknown,high,579,False
ΚΚΕ,education_group,medium_education,5.0557,,unknown,high,579,False
ΜέΡΑ25,education_group,medium_education,3.0717,,unknown,high,579,False
ΝΔ,education_group,medium_education,32.5808,,unknown,high,579,False
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,medium_education,14.2054,,unknown,high,579,False
Πλεύση Ελευθερίας,education_group,medium_education,1.3215,,unknown,high,579,False
ΣΥΡΙΖΑ,education_group,medium_education,28.6116,,unknown,high,579,False
Χρυσή Αυγή,education_group,medium_education,0.9207,,unknown,high,579,False
other_party,education_group,Δεν γνωρίζω/ Δεν απαντώ,10.5457,,unknown,low,11,False
Ελληνική Λύση,education_group,Δεν γνωρίζω/ Δεν απαντώ,4.8747,,unknown,low,11,False
ΚΚΕ,education_group,Δεν γνωρίζω/ Δεν απαντώ,17.9466,,unknown,low,11,False
ΝΔ,education_group,Δεν γνωρίζω/ Δεν απαντώ,10.5228,,unknown,low,11,False
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,Δεν γνωρίζω/ Δεν απαντώ,17.7145,,unknown,low,11,False
ΣΥΡΙΖΑ,education_group,Δεν γνωρίζω/ Δεν απαντώ,38.3958,,unknown,low,11,False
other_party,occupation_group,homemaker,3.4948,,unknown,low,24,False
ΚΚΕ,occupation_group,homemaker,8.7584,,unknown,low,24,False
ΝΔ,occupation_group,homemaker,41.9645,,unknown,low,24,False
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,homemaker,18.6871,,unknown,low,24,False
ΣΥΡΙΖΑ,occupation_group,homemaker,27.0952,,unknown,low,24,False
other_party,occupation_group,private_sector,4.793,,unknown,high,467,False
Ένωση Κεντρώων,occupation_group,private_sector,0.6095,,unknown,high,467,False
Ελληνική Λύση,occupation_group,private_sector,6.7569,,unknown,high,467,False
ΚΚΕ,occupation_group,private_sector,7.6929,,unknown,high,467,False
ΜέΡΑ25,occupation_group,private_sector,5.0123,,unknown,high,467,False
ΝΔ,occupation_group,private_sector,27.0896,,unknown,high,467,False
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,private_sector,12.4807,,unknown,high,467,False
Πλεύση Ελευθερίας,occupation_group,private_sector,0.5157,,unknown,high,467,False
ΣΥΡΙΖΑ,occupation_group,private_sector,34.3808,,unknown,high,467,False
Χρυσή Αυγή,occupation_group,private_sector,0.6685,,unknown,high,467,False
other_party,occupation_group,public_sector,5.8169,,unknown,medium,238,False
Ένωση Κεντρώων,occupation_group,public_sector,0.2438,,unknown,medium,238,False
Ελληνική Λύση,occupation_group,public_sector,2.3615,,unknown,medium,238,False
ΚΚΕ,occupation_group,public_sector,4.2147,,unknown,medium,238,False
ΜέΡΑ25,occupation_group,public_sector,1.9183,,unknown,medium,238,False
ΝΔ,occupation_group,public_sector,35.5009,,unknown,medium,238,False
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,public_sector,8.9431,,unknown,medium,238,False
Πλεύση Ελευθερίας,occupation_group,public_sector,0.2422,,unknown,medium,238,False
ΣΥΡΙΖΑ,occupation_group,public_sector,40.3432,,unknown,medium,238,False
Χρυσή Αυγή,occupation_group,public_sector,0.4154,,unknown,medium,238,False
other_party,occupation_group,retired,3.7004,,unknown,medium,204,False
Ελληνική Λύση,occupation_group,retired,3.7447,,unknown,medium,204,False
ΚΚΕ,occupation_group,retired,3.7788,,unknown,medium,204,False
ΝΔ,occupation_group,retired,44.2531,,unknown,medium,204,False
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,retired,15.0058,,unknown,medium,204,False
ΣΥΡΙΖΑ,occupation_group,retired,28.2831,,unknown,medium,204,False
Χρυσή Αυγή,occupation_group,retired,1.2341,,unknown,medium,204,False
other_party,occupation_group,self_employed,8.4583,,unknown,high,453,False
Ένωση Κεντρώων,occupation_group,self_employed,0.324,,unknown,high,453,False
Ελληνική Λύση,occupation_group,self_employed,4.0844,,unknown,high,453,False
ΚΚΕ,occupation_group,self_employed,5.5356,,unknown,high,453,False
ΜέΡΑ25,occupation_group,self_employed,2.1446,,unknown,high,453,False
ΝΔ,occupation_group,self_employed,41.6811,,unknown,high,453,False
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,self_employed,12.9273,,unknown,high,453,False
Πλεύση Ελευθερίας,occupation_group,self_employed,0.3626,,unknown,high,453,False
ΣΥΡΙΖΑ,occupation_group,self_employed,24.2572,,unknown,high,453,False
Χρυσή Αυγή,occupation_group,self_employed,0.2252,,unknown,high,453,False
other_party,occupation_group,student,15.4049,,unknown,low,70,False
Ένωση Κεντρώων,occupation_group,student,0.9127,,unknown,low,70,False
Ελληνική Λύση,occupation_group,student,1.204,,unknown,low,70,False
ΚΚΕ,occupation_group,student,7.4834,,unknown,low,70,False
ΜέΡΑ25,occupation_group,student,6.3556,,unknown,low,70,False
ΝΔ,occupation_group,student,25.5251,,unknown,low,70,False
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,student,8.218,,unknown,low,70,False
Πλεύση Ελευθερίας,occupation_group,student,5.1027,,unknown,low,70,False
ΣΥΡΙΖΑ,occupation_group,student,29.7936,,unknown,low,70,False
other_party,occupation_group,unemployed,11.168,,unknown,low,71,False
Ένωση Κεντρώων,occupation_group,unemployed,0.0031,,unknown,low,71,False
Ελληνική Λύση,occupation_group,unemployed,8.4542,,unknown,low,71,False
ΚΚΕ,occupation_group,unemployed,9.9026,,unknown,low,71,False
ΜέΡΑ25,occupation_group,unemployed,3.7463,,unknown,low,71,False
ΝΔ,occupation_group,unemployed,20.1361,,unknown,low,71,False
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,unemployed,8.5107,,unknown,low,71,False
Πλεύση Ελευθερίας,occupation_group,unemployed,3.832,,unknown,low,71,False
ΣΥΡΙΖΑ,occupation_group,unemployed,31.474,,unknown,low,71,False
Χρυσή Αυγή,occupation_group,unemployed,2.7731,,unknown,low,71,False
other_party,occupation_group,Δεν γνωρίζω/ Δεν απαντώ,4.5801,,unknown,low,18,False
ΚΚΕ,occupation_group,Δεν γνωρίζω/ Δεν απαντώ,4.5467,,unknown,low,18,False
ΝΔ,occupation_group,Δεν γνωρίζω/ Δεν απαντώ,41.9767,,unknown,low,18,False
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,Δεν γνωρίζω/ Δεν απαντώ,19.4791,,unknown,low,18,False
ΣΥΡΙΖΑ,occupation_group,Δεν γνωρίζω/ Δεν απαντώ,29.4174,,unknown,low,18,False
other_party,occupation_group,Εισοδηματίας,12.8011,,unknown,low,11,False
ΝΔ,occupation_group,Εισοδηματίας,47.6616,,unknown,low,11,False
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,Εισοδηματίας,39.5373,,unknown,low,11,False
other_party,left_right_group,center,5.0524,,unknown,high,686,False
Ένωση Κεντρώων,left_right_group,center,0.6239,,unknown,high,686,False
Ελληνική Λύση,left_right_group,center,4.0931,,unknown,high,686,False
ΚΚΕ,left_right_group,center,2.6019,,unknown,high,686,False
ΜέΡΑ25,left_right_group,center,1.5435,,unknown,high,686,False
ΝΔ,left_right_group,center,40.8004,,unknown,high,686,False
ΠΑΣΟΚ/ΚΙΝΑΛ,left_right_group,center,20.9152,,unknown,high,686,False
Πλεύση Ελευθερίας,left_right_group,center,0.4092,,unknown,high,686,False
ΣΥΡΙΖΑ,left_right_group,center,23.6344,,unknown,high,686,False
Χρυσή Αυγή,left_right_group,center,0.3259,,unknown,high,686,False
other_party,left_right_group,left,5.1264,,unknown,medium,221,False
ΚΚΕ,left_right_group,left,17.7722,,unknown,medium,221,False
ΜέΡΑ25,left_right_group,left,3.0488,,unknown,medium,221,False
ΝΔ,left_right_group,left,0.1497,,unknown,medium,221,False
ΠΑΣΟΚ/ΚΙΝΑΛ,left_right_group,left,3.1611,,unknown,medium,221,False
Πλεύση Ελευθερίας,left_right_group,left,0.8921,,unknown,medium,221,False
ΣΥΡΙΖΑ,left_right_group,left,68.712,,unknown,medium,221,False
Χρυσή Αυγή,left_right_group,left,1.1377,,unknown,medium,221,False
other_party,left_right_group,right,8.542,,unknown,high,649,False
Ένωση Κεντρώων,left_right_group,right,0.099,,unknown,high,649,False
Ελληνική Λύση,left_right_group,right,6.4568,,unknown,high,649,False
ΚΚΕ,left_right_group,right,3.9612,,unknown,high,649,False
ΜέΡΑ25,left_right_group,right,3.3599,,unknown,high,649,False
ΝΔ,left_right_group,right,46.9125,,unknown,high,649,False
ΠΑΣΟΚ/ΚΙΝΑΛ,left_right_group,right,7.7323,,unknown,high,649,False
